Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0.08758544921875;1.07632799728253;2.5274658203125E-05;1;1;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.08514404296875;1.08853499725171;2.17376708984375E-05;1;2;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.08270263671875;1.10074199722089;1.91650390625E-05;1;3;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.08026123046875;1.11294899719007;1.7083740234375E-05;1;4;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.07781982421875;1.12515599715925;1.5338134765625E-05;1;5;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.07537841796875;1.13736299712843;1.38153076171875E-05;1;6;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.07293701171875;1.14956999709761;1.243896484375E-05;1;7;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.07049560546875;1.1617769970668;1.1224365234375E-05;1;8;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.06805419921875;1.17398399703598;1.01104736328125E-05;1;9;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.06561279296875;1.18619099700516;9.0911865234375E-06;1;10;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.06317138671875;1.19839799697434;8.1634521484375E-06;1;11;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.06072998046875;1.21060499694352;7.3028564453125E-06;1;12;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.05828857421875;1.2228119969127;6.50634765625E-06;1;13;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.05584716796875;1.23501899688188;5.77392578125E-06;1;14;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.05340576171875;1.24722599685106;5.09033203125E-06;1;15;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.05096435546875;1.25943299682024;4.483642578125E-06;1;16;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.04852294921875;1.27163999678942;3.90228271484375E-06;1;17;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.04608154296875;1.2838469967586;3.36151123046875E-06;1;18;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.04364013671875;1.29605399672778;2.87261962890625E-06;1;19;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.04119873046875;1.30826099669696;2.41455078125E-06;1;20;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.03875732421875;1.32046799666614;1.99798583984375E-06;1;21;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.03631591796875;1.33267499663532;1.614990234375E-06;1;22;5.37346698343754E-05;-8.90854611992837E-05;10 µA
0.03387451171875;1.3448819966045;1.26129150390625E-06;1;23;5.37346698343754E-05;-8.90854611992837E-05;10 µA
