Potential applied (V);Time (s);WE(1).Current (A);Scan;Index;Q+;Q-;Current range
0.08758544921875;1.0106729974483;1.5606689453125E-05;1;1;0.000240350569784641;-0.000314765022695065;10 µA
0.08514404296875;1.05950099732502;1.2933349609375E-05;1;2;0.000240350569784641;-0.000314765022695065;10 µA
0.08270263671875;1.10832899720174;1.09405517578125E-05;1;3;0.000240350569784641;-0.000314765022695065;10 µA
0.08026123046875;1.15715699707846;9.3353271484375E-06;1;4;0.000240350569784641;-0.000314765022695065;10 µA
0.07781982421875;1.20598499695518;8.0230712890625E-06;1;5;0.000240350569784641;-0.000314765022695065;10 µA
0.07537841796875;1.2548129968319;6.9122314453125E-06;1;6;0.000240350569784641;-0.000314765022695065;10 µA
0.07293701171875;1.30364099670862;5.9234619140625E-06;1;7;0.000240350569784641;-0.000314765022695065;10 µA
0.07049560546875;1.35246899658534;5.04150390625E-06;1;8;0.000240350569784641;-0.000314765022695065;10 µA
0.06805419921875;1.40129699646207;4.30908203125E-06;1;9;0.000240350569784641;-0.000314765022695065;10 µA
0.06561279296875;1.45012499633879;3.65447998046875E-06;1;10;0.000240350569784641;-0.000314765022695065;10 µA
0.06317138671875;1.49895299621551;3.0609130859375E-06;1;11;0.000240350569784641;-0.000314765022695065;10 µA
0.06072998046875;1.54778099609223;2.51312255859375E-06;1;12;0.000240350569784641;-0.000314765022695065;10 µA
0.05828857421875;1.59660899596895;2.03857421875E-06;1;13;0.000240350569784641;-0.000314765022695065;10 µA
0.05584716796875;1.64543699584567;1.64093017578125E-06;1;14;0.000240350569784641;-0.000314765022695065;10 µA
0.05340576171875;1.69426499572239;1.27166748046875E-06;1;15;0.000240350569784641;-0.000314765022695065;10 µA
0.05096435546875;1.74309299559911;9.2315673828125E-07;1;16;0.000240350569784641;-0.000314765022695065;10 µA
0.04852294921875;1.79192099547583;6.256103515625E-07;1;17;0.000240350569784641;-0.000314765022695065;10 µA
0.04608154296875;1.84074899535256;3.826904296875E-07;1;18;0.000240350569784641;-0.000314765022695065;10 µA
0.04364013671875;1.88957699522928;1.583251953125E-07;1;19;0.000240350569784641;-0.000314765022695065;10 µA
0.04119873046875;1.938404995106;-5.9173583984375E-08;1;20;0.000240350569784641;-0.000314765022695065;10 µA
0.03875732421875;1.98723299498272;-2.45269775390625E-07;1;21;0.000240350569784641;-0.000314765022695065;1 µA
0.03631591796875;2.03606099485944;-3.8604736328125E-07;1;22;0.000240350569784641;-0.000314765022695065;1 µA
0.03387451171875;2.08488899473616;-5.17578125E-07;1;23;0.000240350569784641;-0.000314765022695065;1 µA
